strain_barcode	Strain_Name	Collection_month	Collection_year	Country	Lab_contact	Source_details	Source_niche	Source_type	sample_accession	secondary_sample_accession	secondary_study_accession	study_accession	MLST_ACHTMAN_ST
SAL_FA3495AA	123913	6	2015	United Kingdom	Public Health England	"Human; Homo sapiens"	Human	Human	SAMN04576512	SRS1357763	SRP042645	PRJNA248792	11
SAL_DA3792AA	IEH-NGS-SAL-01233	11	2006	United States	FOOD AND DRUG ADMINISTRATION CENTER FOR FOOD SAFETY AND APPLIED NUTRITION	"patient isolate; Homo sapiens"	Human	Human	SAMN02952843	SRS694859	SRP018785	PRJNA186035	11
SAL_DA3791AA	IEH-NGS-SAL-01234	11	2006	United States	FOOD AND DRUG ADMINISTRATION CENTER FOR FOOD SAFETY AND APPLIED NUTRITION	"patient isolate; Homo sapiens"	Human	Human	SAMN02952844	SRS694860	SRP018785	PRJNA186035	11
SAL_GA2407AA	BCW_2013				UCD-100K	culture	ND	ND	SAMN03357016	SRS855962	SRP022914	PRJNA203445	11
SAL_GA3049AA	351981				The Genome Center at Washington University School of Medicine in St. Louis				SAMN02941049	SRS666478	SRP044855	PRJNA168743	11
SAL_GA2423AA	BCW_1992				UCD-100K	culture	ND	ND	SAMN03357000	SRS855978	SRP022914	PRJNA203445	11
SAL_DA3794AA	IEH-NGS-SAL-01231	11	2006	United States	FOOD AND DRUG ADMINISTRATION CENTER FOR FOOD SAFETY AND APPLIED NUTRITION	"patient isolate; Homo sapiens"	Human	Human	SAMN02952841	SRS694857	SRP018785	PRJNA186035	11
SAL_DA3795AA	IEH-NGS-SAL-01230	11	2006	United States	FOOD AND DRUG ADMINISTRATION CENTER FOR FOOD SAFETY AND APPLIED NUTRITION	"patient isolate; Homo sapiens"	Human	Human	SAMN02952840	SRS694856	SRP018785	PRJNA186035	11
SAL_GA3093AA	SAL3366		2006		UCD-100K	"Chicken; Gallus gallus"	Poultry	Avian	SAMN02368129	SRS538767	SRP022914	PRJNA203445	11
SAL_DA9051AA	MDH-2014-00214	3	2001	United States		"feces; Homo sapiens"	Human	Human	SAMN02646987	SRS569699	SRP040026	PRJNA237212	11
SAL_GA3030AA	353183				The Genome Center at Washington University School of Medicine in St. Louis				SAMN03784358	SRS674574	SRP044952	PRJNA168769	11
SAL_GA2406AA	BCW_2014				UCD-100K	culture	ND	ND	SAMN03357017	SRS855961	SRP022914	PRJNA203445	11
SAL_GA3023AA	353229				The Genome Center at Washington University School of Medicine in St. Louis				SAMN03784365	SRS674581	SRP044973	PRJNA168786	11
SAL_GA2999AA	353387				The Genome Center at Washington University School of Medicine in St. Louis				SAMN03784389	SRS674605	SRP044984	PRJNA168844	11
SAL_DA3017AA	MDH-2014-00413	3	2003	United States	FOOD AND DRUG ADMINISTRATION CENTER FOR FOOD SAFETY AND APPLIED NUTRITION	Avian Feces	ND	Avian	SAMN02699579	SRS702189	SRP032981	PRJNA215333	11
SAL_DA3016AA	MDH-2014-00414	3	2003	United States	FOOD AND DRUG ADMINISTRATION CENTER FOR FOOD SAFETY AND APPLIED NUTRITION	Avian Feces	ND	Avian	SAMN02699580	SRS702190	SRP032981	PRJNA215333	11
SAL_GA3022AA	353236				The Genome Center at Washington University School of Medicine in St. Louis				SAMN03784366	SRS674582	SRP044974	PRJNA168787	11
SAL_DA3793AA	IEH-NGS-SAL-01232	11	2006	United States	FOOD AND DRUG ADMINISTRATION CENTER FOR FOOD SAFETY AND APPLIED NUTRITION	"patient isolate; Homo sapiens"	Human	Human	SAMN02952842	SRS694858	SRP018785	PRJNA186035	11
SAL_DA3800AA	IEH-NGS-SAL-01225	11	2006	United States	FOOD AND DRUG ADMINISTRATION CENTER FOR FOOD SAFETY AND APPLIED NUTRITION	"patient isolate; Homo sapiens"	Human	Human	SAMN02952835	SRS694851	SRP018785	PRJNA186035	11
SAL_GA3374AA	BCW_2426				UCD-100K				SAMN02368507	SRS533409	SRP022914	PRJNA203445	11
SAL_BA9856AA	31657	7	2014	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03479152	SRS905637	SRP042645	PRJNA248792	11
SAL_GA3002AA	353349				The Genome Center at Washington University School of Medicine in St. Louis				SAMN03784386	SRS674602	SRP044972	PRJNA168785	11
SAL_GA1744AA	BCW_2429			United States	UCD-100K				SAMN02368510	SRS865387	SRP022914	PRJNA203445	11
SAL_GA3384AA	CFSAN005836		2002		UCD-100K				SAMN02368061	SRS529014	SRP022914	PRJNA203445	11
SAL_FA1426AA	FDA00004015	4	2012	United States	FDA Center for Food Safety and Applied Nutrition	environmental swab	Environment	Soil/Dust	SAMN02847432	SRS1324944	SRP018785	PRJNA186035	11
SAL_DA3197AA	IEH-NGS-SAL-01337	4	2006	United States	FOOD AND DRUG ADMINISTRATION CENTER FOR FOOD SAFETY AND APPLIED NUTRITION				SAMN03002099	SRS701529	SRP018785	PRJNA186035	11
SAL_DA9312AA	SA20085285		2008	Canada		Environment - Litter/Manure	Environment	Soil/Dust	SAMN02384210	SRS566058	SRP039437	PRJNA219482	11
SAL_DA9313AA	SA20082034		2008	Canada		Environment - Litter/Manure	Environment	Soil/Dust	SAMN02384209	SRS566057	SRP039437	PRJNA219482	11
SAL_FA3449AA	126066	6	2015	United Kingdom	Public Health England	"Human; Homo sapiens"	Human	Human	SAMN04576570	SRS1357785	SRP042645	PRJNA248792	11
SAL_EA0593AA	FCC0035	8	2010	Philippines	FOOD AND DRUG ADMINISTRATION CENTER FOR FOOD SAFETY AND APPLIED NUTRITION	prima toast	Food	Plant	SAMN02344932	SRS509881	SRP018785	PRJNA186035	11
SAL_CA1382AA	40796	8	2014	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03478359	SRS904990	SRP042645	PRJNA248792	11
SAL_FA6857AA	NSW29-056	5	2016	Australia	Vitali Sintchenko	NSW ERL	Human	Laboratory					11
SAL_FA4301AA	128156	6	2015	United Kingdom	Public Health England	"Human; Homo sapiens"	Human	Human	SAMN04600725	SRS1371753	SRP042645	PRJNA248792	11
SAL_DA2854AA	NY-swgs1452	8	2014	United States	FOOD AND DRUG ADMINISTRATION CENTER FOR FOOD SAFETY AND APPLIED NUTRITION	"stool; Homo sapiens"	Human	Human	SAMN03019758	SRS706618	SRP033012	PRJNA227458	11
SAL_CA5199AA	70622	8	2014	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03469643	SRS900550	SRP042645	PRJNA248792	11
SAL_FA3291AA	E2016004273	3	2016	United States	FDA Center for Food Safety and Applied Nutrition	"Homo sapiens; Feces"	Human	Human	SAMN04577090	SRS1365253	SRP040026	PRJNA237212	3223
SAL_EA7710AA	29285			United Kingdom	Public Health England	"Human; Homo sapiens"	Human	Human	SAMN04363293	SRS1219671	SRP042645	PRJNA248792	11
SAL_CA0011AA	93572	3	2015	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03479075	SRS905659	SRP042645	PRJNA248792	11
SAL_EA7057AA	99750			United Kingdom	Public Health England	"Human; Homo sapiens"	Human	Human	SAMN04364017	SRS1220527	SRP042645	PRJNA248792	11
SAL_CA3690AA	37003	8	2014	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03476360	SRS902861	SRP042645	PRJNA248792	11
SAL_EA7316AA	95223			United Kingdom	Public Health England	"Human; Homo sapiens"	Human	Human	SAMN04363757	SRS1220067	SRP042645	PRJNA248792	11
SAL_CA5898AA	66838	9	2014	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03466572	SRS898723	SRP042645	PRJNA248792	11
SAL_CA2325AA	39509	8	2014	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03477736	SRS904331	SRP042645	PRJNA248792	11
SAL_BA4538AA	MM_SW824_14_2				THE SANGER CENTER				SAMEA2020474	ERS159740	ERP001671	PRJEB3186	11
SAL_FA3432AA	126846	6	2015	United Kingdom	Public Health England	"Human; Homo sapiens"	Human	Human	SAMN04576587	SRS1357802	SRP042645	PRJNA248792	11
SAL_FA3948AA	134013	7	2015	United Kingdom	Public Health England	"Human; Homo sapiens"	Human	Human	SAMN04574688	SRS1356136	SRP042645	PRJNA248792	11
SAL_FA4995AA	CFSAN035129		2012	Chile	FDA Center for Food Safety and Applied Nutrition	"feces; Gallus gallus domesticus"	Poultry	Air	SAMN03800232	SRS1399373	SRP018785	PRJNA186035	11
SAL_FA3487AA	120575	4	2015	United Kingdom	Public Health England	"Human; Homo sapiens"	Human	Human	SAMN04576520	SRS1357755	SRP042645	PRJNA248792	11
SAL_FA6424AA	PNUSAS002118			United States	Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch				SAMN04925746	SRS1431794	SRP040281	PRJNA230403	11
SAL_FA7147AA	PNUSAS002102			United States	Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch				SAMN05001369	SRS1462753	SRP040281	PRJNA230403	11
SAL_FA7612AA	E2016007407	4	2016	United States	FDA Center for Food Safety and Applied Nutrition	"Homo sapiens; Feces"	Human	Human	SAMN05179429	SRS1480524	SRP040026	PRJNA237212	11
SAL_GA5476AA	PNUSAS002618			United States	Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch				SAMN05271612	SRS1572817	SRP040281	PRJNA230403	11
SAL_FA7872AA	E2016008211	5	2016	United States	FDA Center for Food Safety and Applied Nutrition	"Homo sapiens; Feces"	Human	Human	SAMN05209856	SRS1498353	SRP040026	PRJNA237212	11
SAL_FA7329AA	152413	8	2015	United Kingdom	Public Health England	"Human; Homo sapiens"	Human	Human	SAMN05173204	SRS1466539	SRP042645	PRJNA248792	11
SAL_CA1384AA	50364	9	2014	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03478358	SRS904991	SRP042645	PRJNA248792	11
SAL_CA5272AA	78757	12	2014	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03469173	SRS900567	SRP042645	PRJNA248792	11
SAL_CA2421AA	13371	4	2014	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03477640	SRS904145	SRP042645	PRJNA248792	11
SAL_FA3664AA	103629	4	2015	United Kingdom	Public Health England	"Human; Homo sapiens"	Human	Human	SAMN04576224	SRS1357561	SRP042645	PRJNA248792	11
SAL_BA8526AA	36500	7	2014	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03479839	SRS906363	SRP042645	PRJNA248792	11
SAL_DA1080AA	H122360417	6	2012	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03168791	SRS740113	SRP042645	PRJNA248792	11
SAL_EA6972AA	6485			United Kingdom	Public Health England	"Human; Homo sapiens"	Human	Human	SAMN04364116	SRS1220469	SRP042645	PRJNA248792	11
SAL_DA0620AA	H123300317	8	2012	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03169407	SRS740725	SRP042645	PRJNA248792	11
SAL_EA1014AA	ASERH122848-sc-2013-02-28T11:35:06Z-1570938				THE SANGER CENTER				SAMEA1920600	ERS218097	ERP002103	PRJEB1271	11
SAL_EA0942AA	ASERH121644-sc-2013-02-28T11:35:05Z-1570937				THE SANGER CENTER				SAMEA1920599	ERS218096	ERP002103	PRJEB1271	11
SAL_DA0993AA	H122820782	7	2012	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03168888	SRS740256	SRP042645	PRJNA248792	11
SAL_CA6149AA	62558	9	2014	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03466321	SRS898476	SRP042645	PRJNA248792	11
SAL_CA2879AA	65382	10	2014	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03477170	SRS903741	SRP042645	PRJNA248792	11
SAL_CA6594AA	62585	10	2014	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03465876	SRS898014	SRP042645	PRJNA248792	11
SAL_CA3485AA	39451	8	2014	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03476564	SRS903213	SRP042645	PRJNA248792	11
SAL_CA3153AA	63774	10	2014	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03476896	SRS903415	SRP042645	PRJNA248792	11
SAL_CA6208AA	60004	10	2014	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03466262	SRS898419	SRP042645	PRJNA248792	11
SAL_CA3052AA	14506	5	2014	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03476997	SRS903522	SRP042645	PRJNA248792	11
SAL_DA0876AA	H122720531	7	2012	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03169056	SRS740441	SRP042645	PRJNA248792	11
SAL_EA7238AA	48165			United Kingdom	Public Health England	"Human; Homo sapiens"	Human	Human	SAMN04363835	SRS1220151	SRP042645	PRJNA248792	11
SAL_CA5475AA	79082	1	2015	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03469008	SRS899906	SRP042645	PRJNA248792	11
SAL_EA6931AA	53020			United Kingdom	Public Health England	"Human; Homo sapiens"	Human	Human	SAMN04364159	SRS1220519	SRP042645	PRJNA248792	11
SAL_CA3361AA	37004	8	2014	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03476688	SRS903201	SRP042645	PRJNA248792	11
SAL_FA3552AA	106528	4	2015	United Kingdom	Public Health England	"Human; Homo sapiens"	Human	Human	SAMN04576452	SRS1357670	SRP042645	PRJNA248792	11
SAL_CA6381AA	60379	10	2014	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03466088	SRS898243	SRP042645	PRJNA248792	11
SAL_BA9850AA	40272	8	2014	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03479155	SRS905634	SRP042645	PRJNA248792	11
SAL_DA0887AA	H123900517	9	2012	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03169043	SRS740428	SRP042645	PRJNA248792	11
SAL_BA9091AA	RD57-sc-2013-02-27T10:26:45Z-1500444				THE SANGER CENTER				SAMEA2054248	ERS217229	ERP001965	PRJEB634	11
SAL_BA9093AA	RD54-sc-2013-02-27T10:26:43Z-1500442				THE SANGER CENTER				SAMEA2053253	ERS217227	ERP001965	PRJEB634	11
SAL_EA6208AA	NY59478967	9	2015	United States	None	"Stool/Fecal; Homo sapiens"	Human	Human	SAMN04262340	SRS1159324	SRP033012	PRJNA227458	11
SAL_BA8878AA	63585	10	2014	United Kingdom	Gastrointestinal Bacteria Reference Unit Public Health England	"Human; Homo sapiens"	Human	Human	SAMN03479660	SRS906424	SRP042645	PRJNA248792	11
SAL_FA3561AA	106562	4	2015	United Kingdom	Public Health England	"Human; Homo sapiens"	Human	Human	SAMN04576439	SRS1357658	SRP042645	PRJNA248792	11
SAL_DA6792AA	Enteritidis		2012	United Kingdom	Public Health England	ND	Human	Human	SAMN02803727	SRS625572	SRP042645	PRJNA248792	11
SAL_GA1154AA	AviproE-sc-2140669				The Wellcome Trust Sanger Institute				SAMEA2794628	ERS556607	ERP007134	PRJEB7407	11
