file	ST	CC	serotype	study	studyst
6731_3#20	910	-	22A	Chewapreecha3000	-
6731_3#21	SLV3735	-	10F	Chewapreecha3000	-
6731_3#22	315	-	6B	Chewapreecha3000	-
6731_3#23	6709	-	22F	Chewapreecha3000	-
6731_3#24	4414	-	19F	Chewapreecha3000	-
6731_4#1	3545	-	7F	Chewapreecha3000	-
6731_4#2	315	-	6B	Chewapreecha3000	-
6731_4#3	180	-	3	Chewapreecha3000	-
6731_4#4	236	-	19F	Chewapreecha3000	-
6731_4#5	4414	-	19F	Chewapreecha3000	-
6731_4#6	4420	-	6C	Chewapreecha3000	-
6731_4#7	5477	-	6A	Chewapreecha3000	-
6731_4#8	236	-	19F	Chewapreecha3000	-
6731_4#9	81	-	19F	Chewapreecha3000	-
6731_4#10	5096	-	33C	Chewapreecha3000	-
6731_4#11	4413	-	23F	Chewapreecha3000	-
6731_4#12	99	-	11A	Chewapreecha3000	-
6731_4#13	5873	-	9N	Chewapreecha3000	-
6731_4#14	99	-	11A	Chewapreecha3000	-
6731_4#15	4136	-	NT	Chewapreecha3000	-
6731_4#16	4413	-	23F	Chewapreecha3000	-
6731_4#17	5092	-	32A	Chewapreecha3000	-
6731_4#18	5114	-	19F	Chewapreecha3000	-
6731_4#19	4413	-	23F	Chewapreecha3000	-
6731_4#20	802	-	23F	Chewapreecha3000	-
6731_4#21	4451	-	NT	Chewapreecha3000	-
6731_4#22	81	-	19F	Chewapreecha3000	-
6731_4#23	SLV4136	-	NT	Chewapreecha3000	-
6731_4#24	236	-	19F	Chewapreecha3000	-
6731_5#1	4422	-	6B	Chewapreecha3000	-
6731_5#2	6710	-	16F	Chewapreecha3000	-
6731_5#3	4414	-	19F	Chewapreecha3000	-
6731_5#4	4130	-	NT	Chewapreecha3000	-
6731_5#5	4209	-	15B	Chewapreecha3000	-
6731_5#6	4420	-	6C	Chewapreecha3000	-
6731_5#7	802	-	23F	Chewapreecha3000	-
6731_5#8	1961	-	15B	Chewapreecha3000	-
6731_5#9	4414	-	19F	Chewapreecha3000	-
6731_5#10	SLV4935	-	35C	Chewapreecha3000	-
6731_5#11	6710	-	16F	Chewapreecha3000	-
6731_5#12	SLV5115	-	13	Chewapreecha3000	-
6731_5#13	6690	-	19B	Chewapreecha3000	-
6731_5#14	6704	-	6B	Chewapreecha3000	-
6731_5#15	SLV4414	-	19F	Chewapreecha3000	-
6731_5#16	SLV5079	-	40	Chewapreecha3000	-
6731_5#17	230	-	7B	Chewapreecha3000	-
6731_5#18	802	-	23F	Chewapreecha3000	-
6731_5#19	3545	-	7F	Chewapreecha3000	-
6731_5#20	989	-	46	Chewapreecha3000	-
6731_5#21	4414	-	19F	Chewapreecha3000	-
6731_5#22	6692	-	33B	Chewapreecha3000	-
6731_5#23	4936	-	6A	Chewapreecha3000	-
6731_5#24	4133	-	NT	Chewapreecha3000	-
6731_6#1	4422	-	6B	Chewapreecha3000	-
6731_6#2	63	-	14	Chewapreecha3000	-
6731_6#3	802	-	23F	Chewapreecha3000	-
6731_6#4	6709	-	22F	Chewapreecha3000	-
6731_6#5	4209	-	15C	Chewapreecha3000	-
6731_6#6	1684	-	31	Chewapreecha3000	-
6731_6#7	4136	-	NT	Chewapreecha3000	-
6731_6#8	4209	-	15B	Chewapreecha3000	-
6731_6#9	4965	-	15A	Chewapreecha3000	-
6731_6#10	SLV4136	-	NT	Chewapreecha3000	-
6731_6#11	870	-	18C	Chewapreecha3000	-
6731_6#12	1701	-	19A	Chewapreecha3000	-
6731_6#13	802	-	23F	Chewapreecha3000	-
6731_6#14	99	-	11A	Chewapreecha3000	-
6731_6#15	4445	-	NT	Chewapreecha3000	-
6731_6#16	315	-	6B	Chewapreecha3000	-
6731_6#17	SLV6692	-	6B	Chewapreecha3000	-
6731_6#18	SLV6692	-	6B	Chewapreecha3000	-
6731_6#19	236	-	19F	Chewapreecha3000	-
6731_6#20	99	-	11A	Chewapreecha3000	-
6731_6#21	802	-	23F	Chewapreecha3000	-
6731_6#22	5092	-	32F	Chewapreecha3000	-
6731_6#23	4209	-	15C	Chewapreecha3000	-
6731_6#24	5095	-	19B	Chewapreecha3000	-
6673_8#1	4402	-	28F	Chewapreecha3000	-
6673_8#2	SLV4389	-	NT	Chewapreecha3000	-
6673_8#3	989	-	46	Chewapreecha3000	-
6673_8#4	802	-	23F	Chewapreecha3000	-
6673_8#5	5096	-	33C	Chewapreecha3000	-
6673_8#6	802	-	23F	Chewapreecha3000	-
6673_8#7	5120	-	4	Chewapreecha3000	-
6673_8#8	5101	-	NT	Chewapreecha3000	-
6673_8#9	99	-	11A	Chewapreecha3000	-
6673_8#10	4113	-	10A	Chewapreecha3000	-
6673_8#11	4412	-	35F	Chewapreecha3000	-
6673_8#12	1439	-	34	Chewapreecha3000	-
6673_8#13	802	-	23F	Chewapreecha3000	-
6673_8#14	4389	-	3	Chewapreecha3000	-
6673_8#15	6692	-	33B	Chewapreecha3000	-
6673_8#16	4395	-	14	Chewapreecha3000	-
6673_8#17	4451	-	NT	Chewapreecha3000	-
6673_8#18	SLV1778	-	34	Chewapreecha3000	-
6673_8#19	4414	-	19F	Chewapreecha3000	-
6673_8#20	4414	-	19F	Chewapreecha3000	-
6673_8#21	4136	-	NT	Chewapreecha3000	-
6673_8#22	4406	-	35F	Chewapreecha3000	-
6673_8#23	DLV6149	-	16F	Chewapreecha3000	-
6673_8#24	5093	-	NT	Chewapreecha3000	-
6714_7#1	315	-	6B	Chewapreecha3000	-
6714_7#2	4422	-	6B	Chewapreecha3000	-
6714_7#3	4391	-	NT	Chewapreecha3000	-
6714_7#4	315	-	6B	Chewapreecha3000	-
6714_7#5	910	-	22A	Chewapreecha3000	-
6714_7#6	SLV4133	-	NT	Chewapreecha3000	-
6714_7#7	5094	-	5	Chewapreecha3000	-
6714_7#8	4209	-	15B	Chewapreecha3000	-
6714_7#9	236	-	19F	Chewapreecha3000	-
6714_7#10	SLV4136	-	NT	Chewapreecha3000	-
6714_7#11	4413	-	23F	Chewapreecha3000	-
6714_7#12	4136	-	NT	Chewapreecha3000	-
6714_7#13	4414	-	19F	Chewapreecha3000	-
6714_7#14	63	-	14	Chewapreecha3000	-
6714_7#15	870	-	18C	Chewapreecha3000	-
6714_7#16	4414	-	19F	Chewapreecha3000	-
6714_7#17	6696	-	24F	Chewapreecha3000	-
6714_7#18	448	-	NT	Chewapreecha3000	-
6714_7#19	SLV1433	-	NT	Chewapreecha3000	-
6714_7#20	217	-	1	Chewapreecha3000	-
6714_7#21	4136	-	NT	Chewapreecha3000	-
6714_7#23	99	-	11A	Chewapreecha3000	-
6714_7#24	4965	-	15A	Chewapreecha3000	-
6714_8#1	99	-	11A	Chewapreecha3000	-
6714_8#2	99	-	11A	Chewapreecha3000	-
6714_8#3	SLV4136	-	NT	Chewapreecha3000	-
6714_8#4	SLV4136	-	NT	Chewapreecha3000	-
6714_8#5	4113	-	10A	Chewapreecha3000	-
6714_8#6	SLV5103	-	21	Chewapreecha3000	-
6714_8#7	4133	-	NT	Chewapreecha3000	-
6714_8#8	4406	-	35F	Chewapreecha3000	-
6714_8#9	5095	-	19B	Chewapreecha3000	-
6714_8#10	SLV3735	-	10B	Chewapreecha3000	-
6714_8#11	DLV6149	-	16F	Chewapreecha3000	-
6714_8#12	4413	-	23F	Chewapreecha3000	-
6714_8#13	5099	-	4	Chewapreecha3000	-
6714_8#14	172	-	23F	Chewapreecha3000	-
6714_8#15	63	-	14	Chewapreecha3000	-
6714_8#16	172	-	23F	Chewapreecha3000	-
6714_8#17	4133	-	NT	Chewapreecha3000	-
6714_8#18	315	-	6B	Chewapreecha3000	-
6714_8#19	4398	-	NT	Chewapreecha3000	-
6714_8#20	4408	-	6A	Chewapreecha3000	-
6714_8#21	4389	-	3	Chewapreecha3000	-
6714_8#22	4413	-	23F	Chewapreecha3000	-
6714_8#23	4394	-	NT	Chewapreecha3000	-
6714_8#24	236	-	19F	Chewapreecha3000	-
6730_1#1	4448	-	NT	Chewapreecha3000	-
6710_6#1	4413	-	23F	Chewapreecha3000	-
6710_6#2	DLV4113	-	10A	Chewapreecha3000	-
6710_6#3	SLV1778	-	34	Chewapreecha3000	-
6710_6#4	4413	-	23F	Chewapreecha3000	-
6710_6#6	1439	-	34	Chewapreecha3000	-
6710_6#7	5115	-	13	Chewapreecha3000	-
6710_6#8	6172	-	6B	Chewapreecha3000	-
6710_6#9	2991	-	35F	Chewapreecha3000	-
6710_6#10	802	-	23F	Chewapreecha3000	-
6710_6#11	5093	-	NT	Chewapreecha3000	-
6710_6#12	6692	-	33B	Chewapreecha3000	-
6710_6#13	4414	-	19F	Chewapreecha3000	-
6710_6#14	6692	-	33B	Chewapreecha3000	-
6710_6#15	6703	-	6B	Chewapreecha3000	-
6710_6#16	289	-	5	Chewapreecha3000	-
6710_6#17	3058	-	17F	Chewapreecha3000	-
6710_6#18	802	-	23F	Chewapreecha3000	-
6710_6#19	280	-	9V	Chewapreecha3000	-
6710_6#20	4414	-	19F	Chewapreecha3000	-
6710_6#21	901	-	13	Chewapreecha3000	-
6710_6#22	DLV6149	-	16F	Chewapreecha3000	-
6710_6#23	4133	-	NT	Chewapreecha3000	-
6710_6#24	1439	-	34	Chewapreecha3000	-
6710_7#1	4414	-	19F	Chewapreecha3000	-
6710_7#2	4403	-	6A	Chewapreecha3000	-
6710_7#4	4414	-	19F	Chewapreecha3000	-
6710_7#5	2752	-	35C	Chewapreecha3000	-
6710_7#6	4414	-	19F	Chewapreecha3000	-
6710_7#7	910	-	22A	Chewapreecha3000	-
6710_7#8	4413	-	23F	Chewapreecha3000	-
6710_7#9	SLV1433	-	NT	Chewapreecha3000	-
6710_7#10	4411	-	NT	Chewapreecha3000	-
6710_7#11	802	-	23F	Chewapreecha3000	-
6710_7#12	3735	-	10B	Chewapreecha3000	-
6710_7#13	SLV1433	-	NT	Chewapreecha3000	-
6710_7#14	SLV3058	-	15A	Chewapreecha3000	-
6710_7#15	4451	-	46	Chewapreecha3000	-
6710_7#16	4389	-	3	Chewapreecha3000	-
6710_7#17	SLV802	-	23F	Chewapreecha3000	-
6710_7#18	2108	-	14	Chewapreecha3000	-
6710_7#19	1439	-	34	Chewapreecha3000	-
6710_7#20	4414	-	19F	Chewapreecha3000	-
6710_7#21	802	-	23F	Chewapreecha3000	-
6710_7#22	DLV4136	-	NT	Chewapreecha3000	-
6710_7#23	4422	-	6B	Chewapreecha3000	-
6710_7#24	1701	-	19A	Chewapreecha3000	-
6710_8#1	4406	-	35F	Chewapreecha3000	-
6710_8#2	4395	-	14	Chewapreecha3000	-
6710_8#3	SLV1778	-	34	Chewapreecha3000	-
6710_8#5	6726	-	NT	Chewapreecha3000	-
6710_8#6	4113	-	10A	Chewapreecha3000	-
6710_8#7	63	-	14	Chewapreecha3000	-
6710_8#8	4209	-	15B	Chewapreecha3000	-
6710_8#9	4414	-	19F	Chewapreecha3000	-
6710_8#10	4389	-	3	Chewapreecha3000	-
6710_8#11	4414	-	19F	Chewapreecha3000	-
6710_8#12	6692	-	33B	Chewapreecha3000	-
6710_8#13	6012	-	3	Chewapreecha3000	-
6710_8#14	SLV6692	-	6B	Chewapreecha3000	-
6710_8#15	6692	-	33B	Chewapreecha3000	-
6710_8#16	236	-	19F	Chewapreecha3000	-
6710_8#17	2355	-	17F	Chewapreecha3000	-
6710_8#18	4936	-	6A	Chewapreecha3000	-
6710_8#19	172	-	23F	Chewapreecha3000	-
6710_8#20	802	-	23F	Chewapreecha3000	-
6710_8#21	172	-	23F	Chewapreecha3000	-
6710_8#22	802	-	23F	Chewapreecha3000	-
6710_8#23	901	-	13	Chewapreecha3000	-
6710_8#24	3983	-	9N	Chewapreecha3000	-
6736_4#1	4395	-	14	Chewapreecha3000	-
6736_4#2	4389	-	3	Chewapreecha3000	-
6736_4#3	SLV6692	-	6B	Chewapreecha3000	-
6736_4#4	4389	-	3	Chewapreecha3000	-
6736_4#5	DLV7578	-	35C	Chewapreecha3000	-
6736_4#6	4654	-	8	Chewapreecha3000	-
6736_4#7	4209	-	15C	Chewapreecha3000	-
6736_4#8	338	-	23A	Chewapreecha3000	-
6736_4#9	4418	-	35F	Chewapreecha3000	-
6736_4#10	5092	-	32F	Chewapreecha3000	-
6736_4#11	6709	-	22F	Chewapreecha3000	-
6736_4#12	4209	-	15B	Chewapreecha3000	-
6736_4#13	99	-	11A	Chewapreecha3000	-
6736_4#14	156	-	9V	Chewapreecha3000	-
6736_4#15	172	-	23F	Chewapreecha3000	-
6736_4#16	4414	-	19F	Chewapreecha3000	-
6736_4#17	4955	-	34	Chewapreecha3000	-
6736_4#18	315	-	6B	Chewapreecha3000	-
6736_4#19	802	-	23F	Chewapreecha3000	-
6736_4#20	4422	-	6B	Chewapreecha3000	-
6736_4#21	4209	-	15C	Chewapreecha3000	-
6736_4#22	SLV4935	-	35C	Chewapreecha3000	-
6736_4#23	5103	-	21	Chewapreecha3000	-
6736_4#24	4936	-	6A	Chewapreecha3000	-
6736_5#1	4414	-	19F	Chewapreecha3000	-
6736_5#2	4413	-	23F	Chewapreecha3000	-
6736_5#3	4420	-	6C	Chewapreecha3000	-
6736_5#4	SLV4136	-	NT	Chewapreecha3000	-
6736_5#5	870	-	18C	Chewapreecha3000	-
6736_5#6	4414	-	19F	Chewapreecha3000	-
6736_5#7	5111	-	6B	Chewapreecha3000	-
6736_5#8	DLV4113	-	10A	Chewapreecha3000	-
6736_5#9	4408	-	6A	Chewapreecha3000	-
6736_5#10	63	-	14	Chewapreecha3000	-
6736_5#11	SLV5113	-	NT	Chewapreecha3000	-
6736_5#12	910	-	22A	Chewapreecha3000	-
6736_5#13	4422	-	6B	Chewapreecha3000	-
6736_5#15	910	-	22A	Chewapreecha3000	-
6736_5#16	DLV6149	-	16F	Chewapreecha3000	-
6736_5#17	4965	-	15A	Chewapreecha3000	-
6736_5#19	802	-	23F	Chewapreecha3000	-
6736_5#20	5477	-	6A	Chewapreecha3000	-
6736_5#21	6172	-	6B	Chewapreecha3000	-
6736_5#22	3735	-	10B	Chewapreecha3000	-
6736_5#23	4422	-	6B	Chewapreecha3000	-
6736_5#24	4399	-	28F	Chewapreecha3000	-
6736_6#1	802	-	23F	Chewapreecha3000	-
6736_6#2	SLV4413	-	23F	Chewapreecha3000	-
6736_6#3	6172	-	6B	Chewapreecha3000	-
6736_6#4	DLV4133	-	NT	Chewapreecha3000	-
6736_6#5	3735	-	10A	Chewapreecha3000	-
6736_6#6	6149	-	16F	Chewapreecha3000	-
6736_6#7	6710	-	16F	Chewapreecha3000	-
6736_6#8	802	-	23F	Chewapreecha3000	-
6736_6#9	4390	-	NT	Chewapreecha3000	-
6736_6#10	4414	-	19F	Chewapreecha3000	-
6736_6#11	315	-	6B	Chewapreecha3000	-
6736_6#12	4936	-	6A	Chewapreecha3000	-
6736_6#13	6692	-	33B	Chewapreecha3000	-
6736_6#14	4414	-	19F	Chewapreecha3000	-
6736_6#15	6692	-	33B	Chewapreecha3000	-
6736_6#16	4414	-	19F	Chewapreecha3000	-
6736_6#17	5120	-	4	Chewapreecha3000	-
6736_6#18	6704	-	6B	Chewapreecha3000	-
6736_6#19	172	-	23F	Chewapreecha3000	-
6736_6#20	SLV6707	-	23B	Chewapreecha3000	-
6736_6#21	SLV6694	-	NT	Chewapreecha3000	-
6736_6#22	4136	-	NT	Chewapreecha3000	-
6736_6#23	6692	-	33B	Chewapreecha3000	-
6736_6#24	4414	-	19F	Chewapreecha3000	-
6736_7#1	81	-	19F	Chewapreecha3000	-
6736_7#2	4395	-	14	Chewapreecha3000	-
6736_7#3	982	-	6C	Chewapreecha3000	-
6736_7#4	6704	-	6B	Chewapreecha3000	-
6736_7#5	230	-	19A	Chewapreecha3000	-
6736_7#6	4414	-	19F	Chewapreecha3000	-
6736_7#7	DLV4393	-	NT	Chewapreecha3000	-
6736_7#8	4209	-	15C	Chewapreecha3000	-
6736_7#9	236	-	19F	Chewapreecha3000	-
6736_7#10	236	-	19F	Chewapreecha3000	-
6736_7#11	2218	-	23F	Chewapreecha3000	-
6736_7#12	236	-	19F	Chewapreecha3000	-
6736_7#13	4414	-	19F	Chewapreecha3000	-
6736_7#14	802	-	23F	Chewapreecha3000	-
6736_7#15	4421	-	NT	Chewapreecha3000	-
6736_7#16	4413	-	23F	Chewapreecha3000	-
6736_7#17	SLV6707	-	23B	Chewapreecha3000	-
6736_7#19	901	-	13	Chewapreecha3000	-
6736_7#20	1684	-	31	Chewapreecha3000	-
6736_7#21	5477	-	6A	Chewapreecha3000	-
6736_7#22	236	-	19F	Chewapreecha3000	-
6736_7#23	3735	-	7F	Chewapreecha3000	-
6736_7#24	4414	-	19F	Chewapreecha3000	-
6736_8#1	63	-	14	Chewapreecha3000	-
6736_8#2	4395	-	14	Chewapreecha3000	-
6736_8#3	5103	-	21	Chewapreecha3000	-
6736_8#4	910	-	22A	Chewapreecha3000	-
6736_8#5	6690	-	19B	Chewapreecha3000	-
6736_8#6	6710	-	16F	Chewapreecha3000	-
6736_8#7	1439	-	34	Chewapreecha3000	-
6736_8#8	4414	-	19F	Chewapreecha3000	-
6736_8#9	4414	-	19F	Chewapreecha3000	-
6736_8#10	315	-	6B	Chewapreecha3000	-
6736_8#11	989	-	46	Chewapreecha3000	-
6736_8#12	870	-	18C	Chewapreecha3000	-
6736_8#13	4209	-	15B	Chewapreecha3000	-
6736_8#14	4414	-	19F	Chewapreecha3000	-
6736_8#15	2355	-	17F	Chewapreecha3000	-
6736_8#16	802	-	23F	Chewapreecha3000	-
6736_8#17	SLV171	-	23F	Chewapreecha3000	-
6736_8#18	870	-	18C	Chewapreecha3000	-
6736_8#19	802	-	23F	Chewapreecha3000	-
6736_8#20	6707	-	23B	Chewapreecha3000	-
6736_8#21	63	-	14	Chewapreecha3000	-
6736_8#22	4414	-	19F	Chewapreecha3000	-
6736_8#23	4936	-	6A	Chewapreecha3000	-
6736_8#24	4899	-	15A	Chewapreecha3000	-
6753_1#1	4133	-	NT	Chewapreecha3000	-
6753_1#2	4413	-	23F	Chewapreecha3000	-
6753_1#3	5227	-	19A	Chewapreecha3000	-
6753_1#4	802	-	23F	Chewapreecha3000	-
6753_1#5	448	-	NT	Chewapreecha3000	-
6753_1#6	5103	-	21	Chewapreecha3000	-
6753_1#7	SLV3058	-	15A	Chewapreecha3000	-
6753_1#8	4414	-	19F	Chewapreecha3000	-
6753_1#9	95	-	6B	Chewapreecha3000	-
6753_1#10	4395	-	14	Chewapreecha3000	-
6753_1#11	4209	-	15B	Chewapreecha3000	-
6753_1#12	4451	-	46	Chewapreecha3000	-
6753_1#13	5873	-	9N	Chewapreecha3000	-
6753_1#14	4209	-	15C	Chewapreecha3000	-
6753_1#15	802	-	23F	Chewapreecha3000	-
6753_1#16	3735	-	10B	Chewapreecha3000	-
6753_1#17	4414	-	19F	Chewapreecha3000	-
6753_1#18	172	-	23F	Chewapreecha3000	-
6753_1#19	5103	-	21	Chewapreecha3000	-
6753_1#20	4413	-	23F	Chewapreecha3000	-
6753_1#21	4389	-	3	Chewapreecha3000	-
6753_1#22	63	-	14	Chewapreecha3000	-
6753_1#23	8150	-	35C	Chewapreecha3000	-
6753_1#24	448	-	NT	Chewapreecha3000	-
6753_2#1	4209	-	15B	Chewapreecha3000	-
6753_2#2	989	-	12F	Chewapreecha3000	-
6753_2#3	1439	-	34	Chewapreecha3000	-
6753_2#4	236	-	19F	Chewapreecha3000	-
6753_2#5	802	-	23F	Chewapreecha3000	-
6753_2#6	6705	-	NT	Chewapreecha3000	-
6753_2#7	4209	-	15B	Chewapreecha3000	-
6753_2#8	236	-	19F	Chewapreecha3000	-
6753_2#9	SLV4935	-	35C	Chewapreecha3000	-
6753_2#10	4209	-	15C	Chewapreecha3000	-
6753_2#11	4936	-	6A	Chewapreecha3000	-
6753_2#12	802	-	23F	Chewapreecha3000	-
6753_2#13	DLV5079	-	40	Chewapreecha3000	-
6753_2#14	802	-	23F	Chewapreecha3000	-
6753_2#15	6149	-	16F	Chewapreecha3000	-
6753_2#16	1439	-	34	Chewapreecha3000	-
6753_2#17	4414	-	19F	Chewapreecha3000	-
6753_2#18	3983	-	9N	Chewapreecha3000	-
6753_2#19	4133	-	NT	Chewapreecha3000	-
6753_2#20	SLV4415	-	23F	Chewapreecha3000	-
6753_2#21	4418	-	35F	Chewapreecha3000	-
6753_2#22	448	-	NT	Chewapreecha3000	-
6753_2#23	4209	-	15C	Chewapreecha3000	-
6753_3#1	4414	-	19F	Chewapreecha3000	-
6753_3#2	4965	-	15A	Chewapreecha3000	-
6753_3#3	4414	-	19F	Chewapreecha3000	-
6753_3#4	4414	-	19F	Chewapreecha3000	-
6753_3#5	63	-	14	Chewapreecha3000	-
6753_3#6	4414	-	19F	Chewapreecha3000	-
6753_3#7	448	-	NT	Chewapreecha3000	-
6753_3#8	4422	-	6B	Chewapreecha3000	-
6753_3#9	3735	-	10B	Chewapreecha3000	-
6753_3#10	4133	-	NT	Chewapreecha3000	-
6753_3#11	901	-	13	Chewapreecha3000	-
6753_3#12	63	-	14	Chewapreecha3000	-
6753_3#13	2758	-	7B	Chewapreecha3000	-
6753_3#14	SLV8150	-	35C	Chewapreecha3000	-
6753_3#15	910	-	22A	Chewapreecha3000	-
6753_3#16	81	-	19F	Chewapreecha3000	-
6753_3#17	4113	-	10A	Chewapreecha3000	-
6753_3#19	4413	-	23F	Chewapreecha3000	-
6753_3#20	6709	-	22F	Chewapreecha3000	-
6753_3#21	5477	-	6A	Chewapreecha3000	-
6753_3#22	4965	-	15A	Chewapreecha3000	-
6753_3#23	4209	-	15B	Chewapreecha3000	-
6753_3#24	4414	-	19F	Chewapreecha3000	-
6753_4#1	SLV5113	-	NT	Chewapreecha3000	-
6753_4#2	4209	-	15C	Chewapreecha3000	-
6753_4#3	4209	-	15C	Chewapreecha3000	-
6753_4#4	6705	-	NT	Chewapreecha3000	-
6753_4#5	99	-	11A	Chewapreecha3000	-
6753_4#6	4965	-	15A	Chewapreecha3000	-
6753_4#7	4414	-	19F	Chewapreecha3000	-
6753_4#8	1439	-	34	Chewapreecha3000	-
6753_4#9	4420	-	6C	Chewapreecha3000	-
6753_4#10	315	-	6B	Chewapreecha3000	-
6753_4#11	172	-	23F	Chewapreecha3000	-
6753_4#12	4133	-	NT	Chewapreecha3000	-
6753_4#13	5103	-	21	Chewapreecha3000	-
6753_4#14	4413	-	23F	Chewapreecha3000	-
6753_4#15	4418	-	35F	Chewapreecha3000	-
6753_4#16	315	-	6B	Chewapreecha3000	-
6753_4#17	802	-	23F	Chewapreecha3000	-
6753_4#18	SLV4935	-	35C	Chewapreecha3000	-
6753_4#19	4133	-	NT	Chewapreecha3000	-
6753_4#20	6692	-	33B	Chewapreecha3000	-
6753_4#21	6692	-	33B	Chewapreecha3000	-
6753_4#22	5227	-	19A	Chewapreecha3000	-
6753_4#23	1439	-	34	Chewapreecha3000	-
6753_4#24	5125	-	19A	Chewapreecha3000	-
6755_1#1	6689	-	21	Chewapreecha3000	-
6755_1#2	81	-	19F	Chewapreecha3000	-
6755_1#3	338	-	23A	Chewapreecha3000	-
6755_1#4	4451	-	NT	Chewapreecha3000	-
6755_1#5	982	-	6C	Chewapreecha3000	-
6755_1#6	6830	-	19F	Chewapreecha3000	-
6755_1#7	99	-	11A	Chewapreecha3000	-
6755_1#8	DLV5079	-	40	Chewapreecha3000	-
6755_1#9	4420	-	6C	Chewapreecha3000	-
6755_1#10	315	-	6B	Chewapreecha3000	-
6755_1#11	99	-	11A	Chewapreecha3000	-
6755_1#12	99	-	11A	Chewapreecha3000	-
6755_1#13	1684	-	31	Chewapreecha3000	-
6755_1#14	5093	-	NT	Chewapreecha3000	-
6755_1#15	2752	-	35C	Chewapreecha3000	-
6755_1#16	4413	-	23F	Chewapreecha3000	-
6755_1#17	172	-	23F	Chewapreecha3000	-
6755_1#18	1439	-	34	Chewapreecha3000	-
6755_1#19	4209	-	15C	Chewapreecha3000	-
6755_1#20	4414	-	19F	Chewapreecha3000	-
6755_1#22	4414	-	19F	Chewapreecha3000	-
6755_1#23	6692	-	33B	Chewapreecha3000	-
6755_1#24	4413	-	23F	Chewapreecha3000	-
6755_2#1	4410	-	35C	Chewapreecha3000	-
6755_2#2	4395	-	14	Chewapreecha3000	-
6755_2#3	870	-	18C	Chewapreecha3000	-
6755_2#4	4402	-	28F	Chewapreecha3000	-
6755_2#5	5104	-	NT	Chewapreecha3000	-
6755_2#6	1684	-	31	Chewapreecha3000	-
6755_2#7	SLV4955	-	34	Chewapreecha3000	-
6755_2#8	280	-	9V	Chewapreecha3000	-
6755_2#9	99	-	11A	Chewapreecha3000	-
6755_2#10	4422	-	6B	Chewapreecha3000	-
6755_2#11	4414	-	19F	Chewapreecha3000	-
6755_2#12	4420	-	6C	Chewapreecha3000	-
6755_2#13	448	-	NT	Chewapreecha3000	-
6755_2#14	6698	-	13	Chewapreecha3000	-
6755_2#15	230	-	19A	Chewapreecha3000	-
6755_2#16	DLV8406	-	19B	Chewapreecha3000	-
6755_2#17	5093	-	NT	Chewapreecha3000	-
6755_2#18	SLV1439	-	35F	Chewapreecha3000	-
6755_2#19	3735	-	10B	Chewapreecha3000	-
6755_2#20	SLV1778	-	34	Chewapreecha3000	-
6755_2#21	4418	-	35F	Chewapreecha3000	-
6755_2#22	6692	-	33B	Chewapreecha3000	-
6755_2#23	7649	-	35C	Chewapreecha3000	-
6755_2#24	81	-	19F	Chewapreecha3000	-
6755_3#1	447	-	37	Chewapreecha3000	-
6755_3#2	1701	-	19A	Chewapreecha3000	-
6755_3#3	3735	-	10B	Chewapreecha3000	-
6755_3#4	802	-	23F	Chewapreecha3000	-
6755_3#5	4936	-	6A	Chewapreecha3000	-
6755_3#7	4420	-	6C	Chewapreecha3000	-
6755_3#8	SLV4136	-	NT	Chewapreecha3000	-
6755_3#9	4414	-	19F	Chewapreecha3000	-
6755_3#10	4422	-	6B	Chewapreecha3000	-
6755_3#11	SLV315	-	6A	Chewapreecha3000	-
6755_3#12	870	-	18C	Chewapreecha3000	-
6755_3#13	4413	-	23F	Chewapreecha3000	-
6755_3#14	4133	-	NT	Chewapreecha3000	-
6755_3#15	4936	-	6A	Chewapreecha3000	-
6755_3#16	4136	-	NT	Chewapreecha3000	-
6755_3#17	4136	-	NT	Chewapreecha3000	-
6755_3#18	5097	-	45	Chewapreecha3000	-
6755_3#19	6707	-	23B	Chewapreecha3000	-
6755_3#20	4413	-	23F	Chewapreecha3000	-
6755_3#22	448	-	NT	Chewapreecha3000	-
6755_3#23	4414	-	19F	Chewapreecha3000	-
6755_3#24	4395	-	14	Chewapreecha3000	-
6755_4#1	338	-	23A	Chewapreecha3000	-
6755_4#2	unknown	-	NT	Chewapreecha3000	-
6755_4#3	4389	-	3	Chewapreecha3000	-
6755_4#4	4414	-	19F	Chewapreecha3000	-
6755_4#5	SLV2624	-	23F	Chewapreecha3000	-
6755_4#6	4422	-	6B	Chewapreecha3000	-
6755_4#7	4451	-	NT	Chewapreecha3000	-
6755_4#8	4414	-	19F	Chewapreecha3000	-
6755_4#9	4209	-	15B	Chewapreecha3000	-
6755_4#10	315	-	6B	Chewapreecha3000	-
6755_4#11	4413	-	23F	Chewapreecha3000	-
6755_4#12	5096	-	33C	Chewapreecha3000	-
6755_4#13	6709	-	22F	Chewapreecha3000	-
6755_4#15	4209	-	15B	Chewapreecha3000	-
6755_4#16	4413	-	23F	Chewapreecha3000	-
6755_4#17	4422	-	6B	Chewapreecha3000	-
6755_4#18	6715	-	NT	Chewapreecha3000	-
6755_4#19	802	-	23F	Chewapreecha3000	-
6755_4#21	4413	-	23F	Chewapreecha3000	-
6755_4#22	4414	-	19F	Chewapreecha3000	-
6755_4#23	SLV4414	-	19F	Chewapreecha3000	-
